_LayerID_	_WeightID_	_Weight_
5	0	-0.445452406952
5	1	0.0206454599811
5	2	-0.507794017317
5	3	-0.277305212761
5	4	0.216654057115
5	5	0.339104503453
5	6	0.420722800551
5	7	0.4729765922
5	8	-0.395981156107
5	9	-0.362674288787
5	10	0.42443451342
4	0	-0.472931232977
4	1	-0.499011320097
4	2	-0.115135480034
4	3	0.44555008075
4	4	0.0677308825953
4	5	0.233260586755
4	6	0.368219697237
4	7	-0.0558076802928
4	8	-0.176721524385
4	9	-0.473060938471
4	10	0.516464057556
4	11	0.458718482358
4	12	-0.334927741941
4	13	0.226379636694
4	14	-0.0345116224592
4	15	0.361796278911
4	16	0.00840643590351
4	17	0.0421160939964
4	18	0.220434035726
4	19	0.260772100091
4	20	0.062111642404
4	21	-0.20508678466
4	22	0.126890079162
4	23	0.0352416904262
4	24	-0.510618079863
4	25	-0.247380190537
4	26	-0.337454739291
4	27	0.402464527301
4	28	0.407477221206
4	29	-0.0752535830625
4	30	0.189841619205
4	31	-0.345820002388
4	32	-0.292447283943
4	33	0.170405271255
4	34	-0.20829388722
4	35	-0.0477679729873
4	36	-0.212820392651
4	37	-0.154955813526
4	38	0.129383132876
4	39	0.0481702685456
4	40	0.0972516815256
4	41	-0.401410921415
4	42	0.193869171858
4	43	-0.445960855858
4	44	0.438284695336
4	45	-0.157234652043
4	46	-0.147158813332
4	47	-0.518661759678
4	48	0.185191233125
4	49	-0.250899217334
4	50	0.444829569047
4	51	0.351388153371
4	52	-0.266609170275
4	53	0.243158062146
4	54	0.13490485336
4	55	0.263293030927
4	56	0.350782829391
4	57	0.325550881713
4	58	0.039374560865
4	59	-0.330261872677
4	60	-0.3754196278
4	61	0.469614123006
4	62	0.109897300023
4	63	-0.286587574974
4	64	0.386811759346
4	65	0.32728955461
4	66	-0.344344467895
4	67	0.518579464445
4	68	0.142421600933
4	69	0.153304450692
4	70	0.400996392193
4	71	0.414559066865
4	72	0.516111894006
4	73	0.166209952147
4	74	-0.220895993631
4	75	0.21026450844
4	76	0.309906197893
4	77	-0.470522176666
4	78	-0.195414728473
4	79	0.0340096389214
4	80	-0.0898229279048
4	81	0.354851715245
4	82	-0.509280699542
4	83	0.108126698299
4	84	0.19479898629
4	85	-0.122609452441
4	86	0.0566947250952
4	87	-0.0833756563103
4	88	0.023847208169
4	89	0.306808389492
4	90	0.223995232449
4	91	0.215233003396
4	92	-0.249702047009
4	93	-0.359803616145
4	94	0.45622367509
4	95	0.305707145426
