_LayerID_	_WeightID_	_Weight_
1	0	0.184220949835
1	1	-0.270052097445
1	2	0.080497305023
1	3	-0.356035670677
1	4	-0.376783383346
1	5	0.061712926371
1	6	0.192342112672
1	7	0.213139851776
1	8	-0.0588168623097
1	9	0.248948097089
1	10	-0.0236025931204
1	11	-0.248215238417
1	12	0.387525547598
1	13	-0.33085000727
1	14	0.0312989037764
1	15	0.156186773334
1	16	0.27816610379
1	17	0.178229728571
1	18	0.0409745061546
1	19	0.0262408020848
1	20	-0.0265788693976
1	21	0.392978478617
1	22	-0.173365536159
1	23	0.258799512789
1	24	0.0620862374113
1	25	-0.268491528513
1	26	0.0350853249946
1	27	0.126111341479
1	28	-0.162806472526
1	29	0.126402740594
1	30	0.0910005108541
1	31	-0.0487070207831
1	32	0.306779914959
1	33	-0.322252081347
1	34	-0.124790196843
1	35	0.2343441798
1	36	-0.21364816903
1	37	-0.0236387740072
1	38	0.147200997319
1	39	-0.0396870860299
1	40	0.383922378154
1	41	-0.315798137596
1	42	0.115432640807
1	43	-0.315249350665
1	44	0.256248052843
1	45	0.27760771858
1	46	0.13019705219
1	47	-0.180024581305
1	48	0.269952048761
1	49	0.279653242895
1	50	-0.366937711394
1	51	-0.255063570654
1	52	0.337632943797
1	53	0.145437665174
1	54	0.15980690058
1	55	0.130396840639
1	56	0.353131389888
1	57	-0.196666300077
1	58	-0.194193343427
1	59	-0.282124753052
1	60	0.213815327385
1	61	-0.280187476614
1	62	0.329452568598
1	63	0.164094527704
1	64	0.164532948894
1	65	-0.0444219731614
1	66	-0.301058728886
1	67	0.242762730069
1	68	-0.228356358418
1	69	0.00633363670146
1	70	0.0664669316929
1	71	0.103132531736
1	72	-0.0961766602347
1	73	0.0957367560191
1	74	0.0998302884578
1	75	0.246748557779
1	76	-0.279310400853
1	77	0.13390461178
1	78	-0.335539822302
1	79	0.370452956026
1	80	-0.308095468693
1	81	-0.334296290672
1	82	0.103867160508
1	83	-0.168905876251
1	84	-0.165766501166
1	85	0.314897494372
1	86	-0.200383511924
1	87	-0.19614299455
1	88	-0.317409913297
1	89	0.198280409534
1	90	0.0872444599337
1	91	0.11771804042
1	92	0.143986888052
1	93	0.185026780258
1	94	0.322452530882
1	95	-0.208817318001
1	96	-0.187301404711
1	97	-0.123088893258
1	98	-0.0374948527484
1	99	-0.155844768784
1	100	-0.037879393397
1	101	-0.0853333731574
1	102	0.272628095262
1	103	0.39141398623
1	104	-0.0996337193916
1	105	0.197591357872
1	106	-0.241961432826
1	107	-0.256625707571
1	108	-0.165549762113
1	109	-0.164830292387
1	110	-0.378036013017
1	111	-0.364988284803
1	112	-0.333652374886
1	113	0.255522827928
1	114	0.355614762999
1	115	-0.396712848128
1	116	0.383944247423
1	117	0.296898870334
1	118	0.309711117805
1	119	0.236553273979
1	120	0.313203209661
1	121	0.0170087017853
1	122	-0.0018436350348
1	123	0.314856924036
1	124	-0.24216709441
1	125	0.0189241192298
1	126	-0.352933463872
1	127	-0.0579047629923
