_LayerID_	_WeightID_	_Weight_
1	0	-0.380593917064
1	1	0.28713874439
1	2	0.524791508451
1	3	-0.368938311672
1	4	0.0599812190933
1	5	-0.0627808260266
1	6	-0.151814809075
1	7	0.195748649983
1	8	-0.55298597587
1	9	0.0797966466657
1	10	-0.345004260542
1	11	0.204243744996
1	12	-0.489498364939
1	13	-0.25212827064
1	14	0.0409999235092
1	15	0.164292654822
1	16	0.129120829323
1	17	-0.252930137594
1	18	0.453695391434
1	19	0.261114408387
1	20	-0.322515863243
1	21	0.460897470684
1	22	0.612628186419
1	23	0.310165581259
1	24	-0.133954104092
1	25	-0.560478407904
1	26	-0.135868199351
1	27	-0.583951838354
1	28	0.0
1	29	0.0
1	30	0.0
1	31	0.0
2	0	-0.784267725712
2	1	-0.82751665745
2	2	-0.190930593666
2	3	0.73886122158
2	4	0.2441427576
